desk, underlying, base_market, base_feedcode, calculated_at, volatility_type, volatility, winddown
UST,TN30,XCME,ZBM9,1557477000000000000,MoveBaseWithoutGap,0.0116392,0.13002
UST,TN30,XCME,ZBM9,1557477000000000000,MoveNonBaseWithGap,0.0135188,0.319132
UST,TN30,XCME,ZBM9,1557477000000000000,MoveNonBaseWithoutGap,0.0116392,0.13002
UST,TN30,XCME,ZBM9,1557477000000000000,CloseToClose,0.00386421,0.319132
UST,TN30,XCME,ZBM9,1557478800000000000,BootstrapBaseWithGap,0.0103622,0.334622
UST,TN30,XCME,ZBM9,1557478800000000000,BootstrapBaseWithoutGap,0.0128888,0.14551
UST,TN30,XCME,ZBM9,1557478800000000000,BootstrapNonBaseWithGap,0.0108046,0.334622
UST,TN30,XCME,ZBM9,1557478800000000000,BootstrapNonBaseWithoutGap,0.0127689,0.14551
UST,TN30,XCME,ZBM9,1557478800000000000,BootstrapSliding10,0,0.00516
UST,TN30,XCME,ZBM9,1557478800000000000,BootstrapSliding30,0,0.01549
UST,TN30,XCME,ZBM9,1557478800000000000,BootstrapSliding60,0,0.031308
UST,TN30,XCME,ZBM9,1557478800000000000,MoveBaseWithGap,0.0132022,0.334622
UST,TN30,XCME,ZBM9,1557478800000000000,MoveBaseWithoutGap,0.0110022,0.14551
UST,TN30,XCME,ZBM9,1557478800000000000,MoveNonBaseWithGap,0.0132022,0.334622
UST,TN30,XCME,ZBM9,1557478800000000000,MoveNonBaseWithoutGap,0.0110022,0.14551
UST,TN30,XCME,ZBM9,1557478800000000000,CloseToClose,0.00377372,0.334622
UST,TN30,XCME,ZBM9,1557480600000000000,BootstrapBaseWithGap,0.0106594,0.350108
UST,TN30,XCME,ZBM9,1557480600000000000,BootstrapBaseWithoutGap,0.0124579,0.160996
UST,TN30,XCME,ZBM9,1557480600000000000,BootstrapNonBaseWithGap,0.0105424,0.350108
UST,TN30,XCME,ZBM9,1557480600000000000,BootstrapNonBaseWithoutGap,0.0123219,0.160996
UST,TN30,XCME,ZBM9,1557480600000000000,BootstrapSliding10,0,0.005166
UST,TN30,XCME,ZBM9,1557480600000000000,BootstrapSliding30,0,0.015486
UST,TN30,XCME,ZBM9,1557480600000000000,BootstrapSliding60,0,0.030976
UST,TN30,XCME,ZBM9,1557480600000000000,MoveBaseWithGap,0.0129069,0.350108
UST,TN30,XCME,ZBM9,1557480600000000000,MoveBaseWithoutGap,0.0104597,0.160996
UST,TN30,XCME,ZBM9,1557480600000000000,MoveNonBaseWithGap,0.0129069,0.350108
UST,TN30,XCME,ZBM9,1557480600000000000,MoveNonBaseWithoutGap,0.0104597,0.160996
UST,TN30,XCME,ZBM9,1557480600000000000,CloseToClose,0.00368931,0.350108
UST,TN30,XCME,ZBM9,1557482400000000000,BootstrapBaseWithGap,0.0104524,0.365592
UST,TN30,XCME,ZBM9,1557482400000000000,BootstrapBaseWithoutGap,0.0116754,0.17648
UST,TN30,XCME,ZBM9,1557482400000000000,BootstrapNonBaseWithGap,0.0107259,0.365592
UST,TN30,XCME,ZBM9,1557482400000000000,BootstrapNonBaseWithoutGap,0.0116337,0.17648
UST,TN30,XCME,ZBM9,1557482400000000000,BootstrapSliding10,0,0.00516
UST,TN30,XCME,ZBM9,1557482400000000000,BootstrapSliding30,0,0.015484
UST,TN30,XCME,ZBM9,1557482400000000000,BootstrapSliding60,0,0.03097
UST,TN30,XCME,ZBM9,1557482400000000000,MoveBaseWithGap,0.0126306,0.365592
UST,TN30,XCME,ZBM9,1557482400000000000,MoveBaseWithoutGap,0.00999033,0.17648
UST,TN30,XCME,ZBM9,1557482400000000000,MoveNonBaseWithGap,0.0126306,0.365592
UST,TN30,XCME,ZBM9,1557482400000000000,MoveNonBaseWithoutGap,0.00999033,0.17648
UST,TN30,XCME,ZBM9,1557482400000000000,CloseToClose,0.00361034,0.365592
UST,TN30,XCME,ZBM9,1557484200000000000,BootstrapBaseWithGap,0.0100827,0.381082
UST,TN30,XCME,ZBM9,1557484200000000000,BootstrapBaseWithoutGap,0.0114441,0.19197
UST,TN30,XCME,ZBM9,1557484200000000000,BootstrapNonBaseWithGap,0.0101455,0.381082
UST,TN30,XCME,ZBM9,1557484200000000000,BootstrapNonBaseWithoutGap,0.0113243,0.19197
UST,TN30,XCME,ZBM9,1557484200000000000,BootstrapSliding10,0,0.00516
UST,TN30,XCME,ZBM9,1557484200000000000,BootstrapSliding30,0,0.01549
UST,TN30,XCME,ZBM9,1557484200000000000,BootstrapSliding60,0,0.030974
UST,TN30,XCME,ZBM9,1557484200000000000,MoveBaseWithGap,0.0123712,0.381082
UST,TN30,XCME,ZBM9,1557484200000000000,MoveBaseWithoutGap,0.0095788,0.19197
UST,TN30,XCME,ZBM9,1557484200000000000,MoveNonBaseWithGap,0.0123712,0.381082
UST,TN30,XCME,ZBM9,1557484200000000000,MoveNonBaseWithoutGap,0.0095788,0.19197
UST,TN30,XCME,ZBM9,1557484200000000000,CloseToClose,0.0035362,0.381082
UST,TN30,XCME,ZBM9,1557486000000000000,BootstrapBaseWithGap,0.00989419,0.396572
UST,TN30,XCME,ZBM9,1557486000000000000,BootstrapBaseWithoutGap,0.0111119,0.20746
UST,TN30,XCME,ZBM9,1557486000000000000,BootstrapNonBaseWithGap,0.00993812,0.396572
UST,TN30,XCME,ZBM9,1557486000000000000,BootstrapNonBaseWithoutGap,0.0110375,0.20746
UST,TN30,XCME,ZBM9,1557486000000000000,BootstrapSliding10,0,0.00517
UST,TN30,XCME,ZBM9,1557486000000000000,BootstrapSliding30,0,0.01549
UST,TN30,XCME,ZBM9,1557486000000000000,BootstrapSliding60,0,0.03098
UST,TN30,XCME,ZBM9,1557486000000000000,MoveBaseWithGap,0.0121272,0.396572
UST,TN30,XCME,ZBM9,1557486000000000000,MoveBaseWithoutGap,0.00921426,0.20746
UST,TN30,XCME,ZBM9,1557486000000000000,MoveNonBaseWithGap,0.0121272,0.396572
UST,TN30,XCME,ZBM9,1557486000000000000,MoveNonBaseWithoutGap,0.00921426,0.20746
UST,TN30,XCME,ZBM9,1557486000000000000,CloseToClose,0.00346645,0.396572
UST,TN30,XCME,ZBM9,1557487800000000000,BootstrapBaseWithGap,0.00964621,0.420096
UST,TN30,XCME,ZBM9,1557487800000000000,BootstrapBaseWithoutGap,0.0105587,0.230984
UST,TN30,XCME,ZBM9,1557487800000000000,BootstrapNonBaseWithGap,0.0100965,0.420096
UST,TN30,XCME,ZBM9,1557487800000000000,BootstrapNonBaseWithoutGap,0.0104125,0.230984
UST,TN30,XCME,ZBM9,1557487800000000000,BootstrapSliding10,0,0.00803
UST,TN30,XCME,ZBM9,1557487800000000000,BootstrapSliding30,0,0.023524
UST,TN30,XCME,ZBM9,1557487800000000000,BootstrapSliding60,0,0.039014
UST,TN30,XCME,ZBM9,1557487800000000000,MoveBaseWithGap,0.0117828,0.420096
UST,TN30,XCME,ZBM9,1557487800000000000,MoveBaseWithoutGap,0.00873246,0.230984
UST,TN30,XCME,ZBM9,1557487800000000000,MoveNonBaseWithGap,0.0117828,0.420096
UST,TN30,XCME,ZBM9,1557487800000000000,MoveNonBaseWithoutGap,0.00873246,0.230984
UST,TN30,XCME,ZBM9,1557487800000000000,CloseToClose,0.003368,0.420096
UST,TN30,XCME,ZBM9,1557489600000000000,BootstrapBaseWithGap,0.0100816,0.444206
UST,TN30,XCME,ZBM9,1557489600000000000,BootstrapBaseWithoutGap,0.0102145,0.255094
UST,TN30,XCME,ZBM9,1557489600000000000,BootstrapNonBaseWithGap,0.00979504,0.444206
UST,TN30,XCME,ZBM9,1557489600000000000,BootstrapNonBaseWithoutGap,0.00985577,0.255094
UST,TN30,XCME,ZBM9,1557489600000000000,BootstrapSliding10,0,0.00804
UST,TN30,XCME,ZBM9,1557489600000000000,BootstrapSliding30,0,0.02411
UST,TN30,XCME,ZBM9,1557489600000000000,BootstrapSliding60,0,0.047634
UST,TN30,XCME,ZBM9,1557489600000000000,MoveBaseWithGap,0.0114586,0.444206
UST,TN30,XCME,ZBM9,1557489600000000000,MoveBaseWithoutGap,0.00830955,0.255094
UST,TN30,XCME,ZBM9,1557489600000000000,MoveNonBaseWithGap,0.0114586,0.444206
UST,TN30,XCME,ZBM9,1557489600000000000,MoveNonBaseWithoutGap,0.00830955,0.255094
UST,TN30,XCME,ZBM9,1557489600000000000,CloseToClose,0.00327532,0.444206
UST,TN30,XCME,ZBM9,1557491400000000000,BootstrapBaseWithGap,0.00973354,0.49316
UST,TN30,XCME,ZBM9,1557491400000000000,BootstrapBaseWithoutGap,0.00920777,0.304048
UST,TN30,XCME,ZBM9,1557491400000000000,BootstrapNonBaseWithGap,0.00956282,0.49316
UST,TN30,XCME,ZBM9,1557491400000000000,BootstrapNonBaseWithoutGap,0.00911177,0.304048
UST,TN30,XCME,ZBM9,1557491400000000000,BootstrapSliding10,0,0.01691
UST,TN30,XCME,ZBM9,1557491400000000000,BootstrapSliding30,0,0.048954
UST,TN30,XCME,ZBM9,1557491400000000000,BootstrapSliding60,0,0.073064
UST,TN30,XCME,ZBM9,1557491400000000000,MoveBaseWithGap,0.010875,0.49316
UST,TN30,XCME,ZBM9,1557491400000000000,MoveBaseWithoutGap,0.00761126,0.304048
UST,TN30,XCME,ZBM9,1557491400000000000,MoveNonBaseWithGap,0.010875,0.49316
UST,TN30,XCME,ZBM9,1557491400000000000,MoveNonBaseWithoutGap,0.00761126,0.304048
UST,TN30,XCME,ZBM9,1557491400000000000,CloseToClose,0.00310851,0.49316
UST,TN30,XCME,ZBM9,1557493200000000000,BootstrapBaseWithGap,0.00978593,0.543894
UST,TN30,XCME,ZBM9,1557493200000000000,BootstrapBaseWithoutGap,0.00851817,0.354782
UST,TN30,XCME,ZBM9,1557493200000000000,BootstrapNonBaseWithGap,0.00930501,0.543894
UST,TN30,XCME,ZBM9,1557493200000000000,BootstrapNonBaseWithoutGap,0.00876127,0.354782
UST,TN30,XCME,ZBM9,1557493200000000000,BootstrapSliding10,0,0.01691
UST,TN30,XCME,ZBM9,1557493200000000000,BootstrapSliding30,0,0.050734
UST,TN30,XCME,ZBM9,1557493200000000000,BootstrapSliding60,0,0.099688
UST,TN30,XCME,ZBM9,1557493200000000000,MoveBaseWithGap,0.0103553,0.543894
UST,TN30,XCME,ZBM9,1557493200000000000,MoveBaseWithoutGap,0.00704607,0.354782
UST,TN30,XCME,ZBM9,1557493200000000000,MoveNonBaseWithGap,0.0103553,0.543894
UST,TN30,XCME,ZBM9,1557493200000000000,MoveNonBaseWithoutGap,0.00704607,0.354782
UST,TN30,XCME,ZBM9,1557493200000000000,CloseToClose,0.00295998,0.543894
UST,TN30,XCME,ZBM9,1557495000000000000,BootstrapBaseWithGap,0.00950611,0.594624
UST,TN30,XCME,ZBM9,1557495000000000000,BootstrapBaseWithoutGap,0.00837458,0.405512
UST,TN30,XCME,ZBM9,1557495000000000000,BootstrapNonBaseWithGap,0.00908441,0.594624
UST,TN30,XCME,ZBM9,1557495000000000000,BootstrapNonBaseWithoutGap,0.00830899,0.405512
UST,TN30,XCME,ZBM9,1557495000000000000,BootstrapSliding10,0,0.01691
UST,TN30,XCME,ZBM9,1557495000000000000,BootstrapSliding30,0,0.05073
UST,TN30,XCME,ZBM9,1557495000000000000,BootstrapSliding60,0,0.101464
UST,TN30,XCME,ZBM9,1557495000000000000,MoveBaseWithGap,0.00990377,0.594624
UST,TN30,XCME,ZBM9,1557495000000000000,MoveBaseWithoutGap,0.00659061,0.405512
UST,TN30,XCME,ZBM9,1557495000000000000,MoveNonBaseWithGap,0.00990377,0.594624
UST,TN30,XCME,ZBM9,1557495000000000000,MoveNonBaseWithoutGap,0.00659061,0.405512
UST,TN30,XCME,ZBM9,1557495000000000000,CloseToClose,0.0028309,0.594624
UST,TN30,XCME,ZBM9,1557496800000000000,BootstrapBaseWithGap,0.0092271,0.64536
UST,TN30,XCME,ZBM9,1557496800000000000,BootstrapBaseWithoutGap,0.00779567,0.456248
UST,TN30,XCME,ZBM9,1557496800000000000,BootstrapNonBaseWithGap,0.00906034,0.64536
UST,TN30,XCME,ZBM9,1557496800000000000,BootstrapNonBaseWithoutGap,0.00792486,0.456248
UST,TN30,XCME,ZBM9,1557496800000000000,BootstrapSliding10,0,0.016916
UST,TN30,XCME,ZBM9,1557496800000000000,BootstrapSliding30,0,0.050736
UST,TN30,XCME,ZBM9,1557496800000000000,BootstrapSliding60,0,0.101466
UST,TN30,XCME,ZBM9,1557496800000000000,MoveBaseWithGap,0.00950651,0.64536
UST,TN30,XCME,ZBM9,1557496800000000000,MoveBaseWithoutGap,0.00621337,0.456248
UST,TN30,XCME,ZBM9,1557496800000000000,MoveNonBaseWithGap,0.00950651,0.64536
UST,TN30,XCME,ZBM9,1557496800000000000,MoveNonBaseWithoutGap,0.00621337,0.456248
UST,TN30,XCME,ZBM9,1557496800000000000,CloseToClose,0.00271735,0.64536
UST,TN30,XCME,ZBM9,1557498600000000000,BootstrapBaseWithGap,0.00892061,0.69609
UST,TN30,XCME,ZBM9,1557498600000000000,BootstrapBaseWithoutGap,0.00741134,0.506978
UST,TN30,XCME,ZBM9,1557498600000000000,BootstrapNonBaseWithGap,0.00885446,0.69609
UST,TN30,XCME,ZBM9,1557498600000000000,BootstrapNonBaseWithoutGap,0.00744796,0.506978
UST,TN30,XCME,ZBM9,1557498600000000000,BootstrapSliding10,0,0.01691
UST,TN30,XCME,ZBM9,1557498600000000000,BootstrapSliding30,0,0.05073
UST,TN30,XCME,ZBM9,1557498600000000000,BootstrapSliding60,0,0.101466
UST,TN30,XCME,ZBM9,1557498600000000000,MoveBaseWithGap,0.00915354,0.69609
UST,TN30,XCME,ZBM9,1557498600000000000,MoveBaseWithoutGap,0.00589431,0.506978
UST,TN30,XCME,ZBM9,1557498600000000000,MoveNonBaseWithGap,0.00915354,0.69609
UST,TN30,XCME,ZBM9,1557498600000000000,MoveNonBaseWithoutGap,0.00589431,0.506978
UST,TN30,XCME,ZBM9,1557498600000000000,CloseToClose,0.00261646,0.69609
UST,TN30,XCME,ZBM9,1557500400000000000,BootstrapBaseWithGap,0.0088109,0.74682
UST,TN30,XCME,ZBM9,1557500400000000000,BootstrapBaseWithoutGap,0.00716233,0.557708
UST,TN30,XCME,ZBM9,1557500400000000000,BootstrapNonBaseWithGap,0.00880144,0.74682
UST,TN30,XCME,ZBM9,1557500400000000000,BootstrapNonBaseWithoutGap,0.00707304,0.557708
UST,TN30,XCME,ZBM9,1557500400000000000,BootstrapSliding10,0,0.01691
UST,TN30,XCME,ZBM9,1557500400000000000,BootstrapSliding30,0,0.05073
UST,TN30,XCME,ZBM9,1557500400000000000,BootstrapSliding60,0,0.10146
UST,TN30,XCME,ZBM9,1557500400000000000,MoveBaseWithGap,0.00883718,0.74682
UST,TN30,XCME,ZBM9,1557500400000000000,MoveBaseWithoutGap,0.00561984,0.557708
UST,TN30,XCME,ZBM9,1557500400000000000,MoveNonBaseWithGap,0.00883718,0.74682
UST,TN30,XCME,ZBM9,1557500400000000000,MoveNonBaseWithoutGap,0.00561984,0.557708
UST,TN30,XCME,ZBM9,1557500400000000000,CloseToClose,0.00252603,0.74682
UST,TN30,XCME,ZBM9,1557502200000000000,BootstrapBaseWithGap,0.00873198,0.780062
UST,TN30,XCME,ZBM9,1557502200000000000,BootstrapBaseWithoutGap,0.00703857,0.59095
UST,TN30,XCME,ZBM9,1557502200000000000,BootstrapNonBaseWithGap,0.00870396,0.780062
UST,TN30,XCME,ZBM9,1557502200000000000,BootstrapNonBaseWithoutGap,0.0070659,0.59095
UST,TN30,XCME,ZBM9,1557502200000000000,BootstrapSliding10,0,0.010664
UST,TN30,XCME,ZBM9,1557502200000000000,BootstrapSliding30,0,0.033242
UST,TN30,XCME,ZBM9,1557502200000000000,BootstrapSliding60,0,0.083972
UST,TN30,XCME,ZBM9,1557502200000000000,MoveBaseWithGap,0.00864684,0.780062
UST,TN30,XCME,ZBM9,1557502200000000000,MoveBaseWithoutGap,0.00545949,0.59095
UST,TN30,XCME,ZBM9,1557502200000000000,MoveNonBaseWithGap,0.00864684,0.780062
UST,TN30,XCME,ZBM9,1557502200000000000,MoveNonBaseWithoutGap,0.00545949,0.59095
UST,TN30,XCME,ZBM9,1557502200000000000,CloseToClose,0.00247162,0.780062
UST,TN30,XCME,ZBM9,1557504000000000000,BootstrapBaseWithGap,0.00848987,0.812048
UST,TN30,XCME,ZBM9,1557504000000000000,BootstrapBaseWithoutGap,0.00682654,0.622936
UST,TN30,XCME,ZBM9,1557504000000000000,BootstrapNonBaseWithGap,0.0085944,0.812048
UST,TN30,XCME,ZBM9,1557504000000000000,BootstrapNonBaseWithoutGap,0.00679131,0.622936
UST,TN30,XCME,ZBM9,1557504000000000000,BootstrapSliding10,0,0.010666
UST,TN30,XCME,ZBM9,1557504000000000000,BootstrapSliding30,0,0.031986
UST,TN30,XCME,ZBM9,1557504000000000000,BootstrapSliding60,0,0.065228
UST,TN30,XCME,ZBM9,1557504000000000000,MoveBaseWithGap,0.00847483,0.812048
UST,TN30,XCME,ZBM9,1557504000000000000,MoveBaseWithoutGap,0.00531748,0.622936
UST,TN30,XCME,ZBM9,1557504000000000000,MoveNonBaseWithGap,0.00847483,0.812048
UST,TN30,XCME,ZBM9,1557504000000000000,MoveNonBaseWithoutGap,0.00531748,0.622936
UST,TN30,XCME,ZBM9,1557504000000000000,CloseToClose,0.00242245,0.812048
UST,TN30,XCME,ZBM9,1557505800000000000,BootstrapBaseWithGap,0.00837419,0.83752
UST,TN30,XCME,ZBM9,1557505800000000000,BootstrapBaseWithoutGap,0.00678854,0.648408
UST,TN30,XCME,ZBM9,1557505800000000000,BootstrapNonBaseWithGap,0.0080625,0.83752
UST,TN30,XCME,ZBM9,1557505800000000000,BootstrapNonBaseWithoutGap,0.00659842,0.648408
UST,TN30,XCME,ZBM9,1557505800000000000,BootstrapSliding10,0,0.008334
UST,TN30,XCME,ZBM9,1557505800000000000,BootstrapSliding30,0,0.025472
UST,TN30,XCME,ZBM9,1557505800000000000,BootstrapSliding60,0,0.057458
UST,TN30,XCME,ZBM9,1557505800000000000,MoveBaseWithGap,0.00834496,0.83752
UST,TN30,XCME,ZBM9,1557505800000000000,MoveBaseWithoutGap,0.00521199,0.648408
UST,TN30,XCME,ZBM9,1557505800000000000,MoveNonBaseWithGap,0.00834496,0.83752
UST,TN30,XCME,ZBM9,1557505800000000000,MoveNonBaseWithoutGap,0.00521199,0.648408
UST,TN30,XCME,ZBM9,1557505800000000000,CloseToClose,0.00238533,0.83752
UST,TN30,XCME,ZBM9,1557507600000000000,BootstrapBaseWithGap,0.00841988,0.86253
UST,TN30,XCME,ZBM9,1557507600000000000,BootstrapBaseWithoutGap,0.00648787,0.673418
UST,TN30,XCME,ZBM9,1557507600000000000,BootstrapNonBaseWithGap,0.00808155,0.86253
UST,TN30,XCME,ZBM9,1557507600000000000,BootstrapNonBaseWithoutGap,0.00661765,0.673418
UST,TN30,XCME,ZBM9,1557507600000000000,BootstrapSliding10,0,0.008334
UST,TN30,XCME,ZBM9,1557507600000000000,BootstrapSliding30,0,0.02501
UST,TN30,XCME,ZBM9,1557507600000000000,BootstrapSliding60,0,0.050482
UST,TN30,XCME,ZBM9,1557507600000000000,MoveBaseWithGap,0.00822309,0.86253
UST,TN30,XCME,ZBM9,1557507600000000000,MoveBaseWithoutGap,0.00511429,0.673418
UST,TN30,XCME,ZBM9,1557507600000000000,MoveNonBaseWithGap,0.00822309,0.86253
UST,TN30,XCME,ZBM9,1557507600000000000,MoveNonBaseWithoutGap,0.00511429,0.673418
UST,TN30,XCME,ZBM9,1557507600000000000,CloseToClose,0.00235049,0.86253
UST,TN30,XCME,ZBM9,1557509400000000000,BootstrapBaseWithGap,0.00811423,0.887536
UST,TN30,XCME,ZBM9,1557509400000000000,BootstrapBaseWithoutGap,0.00641032,0.698424
UST,TN30,XCME,ZBM9,1557509400000000000,BootstrapNonBaseWithGap,0.00804304,0.887536
UST,TN30,XCME,ZBM9,1557509400000000000,BootstrapNonBaseWithoutGap,0.00662717,0.698424
UST,TN30,XCME,ZBM9,1557509400000000000,BootstrapSliding10,0,0.00833
UST,TN30,XCME,ZBM9,1557509400000000000,BootstrapSliding30,0,0.025006
UST,TN30,XCME,ZBM9,1557509400000000000,BootstrapSliding60,0,0.050016
UST,TN30,XCME,ZBM9,1557509400000000000,MoveBaseWithGap,0.00810642,0.887536
UST,TN30,XCME,ZBM9,1557509400000000000,MoveBaseWithoutGap,0.0050219,0.698424
UST,TN30,XCME,ZBM9,1557509400000000000,MoveNonBaseWithGap,0.00810642,0.887536
UST,TN30,XCME,ZBM9,1557509400000000000,MoveNonBaseWithoutGap,0.0050219,0.698424
UST,TN30,XCME,ZBM9,1557509400000000000,CloseToClose,0.00231715,0.887536
UST,TN30,XCME,ZBM9,1557511200000000000,BootstrapBaseWithGap,0.00817327,0.912546
UST,TN30,XCME,ZBM9,1557511200000000000,BootstrapBaseWithoutGap,0.00633445,0.723434
UST,TN30,XCME,ZBM9,1557511200000000000,BootstrapNonBaseWithGap,0.00784515,0.912546
UST,TN30,XCME,ZBM9,1557511200000000000,BootstrapNonBaseWithoutGap,0.00624739,0.723434
UST,TN30,XCME,ZBM9,1557511200000000000,BootstrapSliding10,0,0.008336
UST,TN30,XCME,ZBM9,1557511200000000000,BootstrapSliding30,0,0.02501
UST,TN30,XCME,ZBM9,1557511200000000000,BootstrapSliding60,0,0.050016
UST,TN30,XCME,ZBM9,1557511200000000000,MoveBaseWithGap,0.00799456,0.912546
UST,TN30,XCME,ZBM9,1557511200000000000,MoveBaseWithoutGap,0.00493433,0.723434
UST,TN30,XCME,ZBM9,1557511200000000000,MoveNonBaseWithGap,0.00799456,0.912546
UST,TN30,XCME,ZBM9,1557511200000000000,MoveNonBaseWithoutGap,0.00493433,0.723434
UST,TN30,XCME,ZBM9,1557511200000000000,CloseToClose,0.00228517,0.912546
UST,TN30,XCME,ZBM9,1557513000000000000,BootstrapBaseWithGap,0.00795337,0.92771
UST,TN30,XCME,ZBM9,1557513000000000000,BootstrapBaseWithoutGap,0.00628009,0.738598
UST,TN30,XCME,ZBM9,1557513000000000000,BootstrapNonBaseWithGap,0.00778465,0.92771
UST,TN30,XCME,ZBM9,1557513000000000000,BootstrapNonBaseWithoutGap,0.00613075,0.738598
UST,TN30,XCME,ZBM9,1557513000000000000,BootstrapSliding10,0,0.00482
UST,TN30,XCME,ZBM9,1557513000000000000,BootstrapSliding30,0,0.015164
UST,TN30,XCME,ZBM9,1557513000000000000,BootstrapSliding60,0,0.040174
UST,TN30,XCME,ZBM9,1557513000000000000,MoveBaseWithGap,0.00792895,0.92771
UST,TN30,XCME,ZBM9,1557513000000000000,MoveBaseWithoutGap,0.00488341,0.738598
UST,TN30,XCME,ZBM9,1557513000000000000,MoveNonBaseWithGap,0.00792895,0.92771
UST,TN30,XCME,ZBM9,1557513000000000000,MoveNonBaseWithoutGap,0.00488341,0.738598
UST,TN30,XCME,ZBM9,1557513000000000000,CloseToClose,0.00226642,0.92771
UST,TN30,XCME,ZBM9,1557514800000000000,BootstrapBaseWithGap,0.00795496,0.94217
UST,TN30,XCME,ZBM9,1557514800000000000,BootstrapBaseWithoutGap,0.00604634,0.753058
UST,TN30,XCME,ZBM9,1557514800000000000,BootstrapNonBaseWithGap,0.00765857,0.94217
UST,TN30,XCME,ZBM9,1557514800000000000,BootstrapNonBaseWithoutGap,0.00615482,0.753058
UST,TN30,XCME,ZBM9,1557514800000000000,BootstrapSliding10,0,0.00482
UST,TN30,XCME,ZBM9,1557514800000000000,BootstrapSliding30,0,0.01446
UST,TN30,XCME,ZBM9,1557514800000000000,BootstrapSliding60,0,0.029624
UST,TN30,XCME,ZBM9,1557514800000000000,MoveBaseWithGap,0.00786787,0.94217
UST,TN30,XCME,ZBM9,1557514800000000000,MoveBaseWithoutGap,0.0048363,0.753058
UST,TN30,XCME,ZBM9,1557514800000000000,MoveNonBaseWithGap,0.00786787,0.94217
UST,TN30,XCME,ZBM9,1557514800000000000,MoveNonBaseWithoutGap,0.0048363,0.753058
UST,TN30,XCME,ZBM9,1557514800000000000,CloseToClose,0.00224896,0.94217
UST,TN30,XCME,ZBM9,1557516600000000000,BootstrapBaseWithGap,0.00752747,0.95663
UST,TN30,XCME,ZBM9,1557516600000000000,BootstrapBaseWithoutGap,0.00612416,0.767518
UST,TN30,XCME,ZBM9,1557516600000000000,BootstrapNonBaseWithGap,0.00763144,0.95663
UST,TN30,XCME,ZBM9,1557516600000000000,BootstrapNonBaseWithoutGap,0.00608714,0.767518
UST,TN30,XCME,ZBM9,1557516600000000000,BootstrapSliding10,0,0.00482
UST,TN30,XCME,ZBM9,1557516600000000000,BootstrapSliding30,0,0.01446
UST,TN30,XCME,ZBM9,1557516600000000000,BootstrapSliding60,0,0.02892
UST,TN30,XCME,ZBM9,1557516600000000000,MoveBaseWithGap,0.00780818,0.95663
UST,TN30,XCME,ZBM9,1557516600000000000,MoveBaseWithoutGap,0.00479053,0.767518
UST,TN30,XCME,ZBM9,1557516600000000000,MoveNonBaseWithGap,0.00780818,0.95663
UST,TN30,XCME,ZBM9,1557516600000000000,MoveNonBaseWithoutGap,0.00479053,0.767518
UST,TN30,XCME,ZBM9,1557516600000000000,CloseToClose,0.0022319,0.95663
UST,TN30,XCME,ZBM9,1557518400000000000,BootstrapBaseWithGap,0.00733971,0.97108
UST,TN30,XCME,ZBM9,1557518400000000000,BootstrapBaseWithoutGap,0.00602197,0.781968
UST,TN30,XCME,ZBM9,1557518400000000000,BootstrapNonBaseWithGap,0.0077047,0.97108
UST,TN30,XCME,ZBM9,1557518400000000000,BootstrapNonBaseWithoutGap,0.00604646,0.781968
UST,TN30,XCME,ZBM9,1557518400000000000,BootstrapSliding10,0,0.00482
UST,TN30,XCME,ZBM9,1557518400000000000,BootstrapSliding30,0,0.01445
UST,TN30,XCME,ZBM9,1557518400000000000,BootstrapSliding60,0,0.02891
UST,TN30,XCME,ZBM9,1557518400000000000,MoveBaseWithGap,0.00774987,0.97108
UST,TN30,XCME,ZBM9,1557518400000000000,MoveBaseWithoutGap,0.00474606,0.781968
UST,TN30,XCME,ZBM9,1557518400000000000,MoveNonBaseWithGap,0.00774987,0.97108
UST,TN30,XCME,ZBM9,1557518400000000000,MoveNonBaseWithoutGap,0.00474606,0.781968
UST,TN30,XCME,ZBM9,1557518400000000000,CloseToClose,0.00221523,0.97108
UST,TN30,XCME,ZBM9,1557520200000000000,BootstrapBaseWithGap,0.00757097,0.98554
UST,TN30,XCME,ZBM9,1557520200000000000,BootstrapBaseWithoutGap,0.0059354,0.796428
UST,TN30,XCME,ZBM9,1557520200000000000,BootstrapNonBaseWithGap,0.00766778,0.98554
UST,TN30,XCME,ZBM9,1557520200000000000,BootstrapNonBaseWithoutGap,0.00595707,0.796428
UST,TN30,XCME,ZBM9,1557520200000000000,BootstrapSliding10,0,0.00482
UST,TN30,XCME,ZBM9,1557520200000000000,BootstrapSliding30,0,0.01446
UST,TN30,XCME,ZBM9,1557520200000000000,BootstrapSliding60,0,0.02891
UST,TN30,XCME,ZBM9,1557520200000000000,MoveBaseWithGap,0.00769281,0.98554
UST,TN30,XCME,ZBM9,1557520200000000000,MoveBaseWithoutGap,0.00470278,0.796428
UST,TN30,XCME,ZBM9,1557520200000000000,MoveNonBaseWithGap,0.00769281,0.98554
UST,TN30,XCME,ZBM9,1557520200000000000,MoveNonBaseWithoutGap,0.00470278,0.796428
UST,TN30,XCME,ZBM9,1557520200000000000,CloseToClose,0.00219892,0.98554
UST,TN30,XCME,ZBM9,1557522000000000000,BootstrapBaseWithGap,0.00745145,1
UST,TN30,XCME,ZBM9,1557522000000000000,BootstrapBaseWithoutGap,0.00593373,0.810888
